Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
23/081,2023-07-20,4,16,18,34,35,46,47,"16,34",3,3,1,5,1,2,0,2,1,0,0.00,1.5,1237900.00,50,99030.00,113.5,9600.00,2773.7,640.00,3662,320.00,55845.8,40.00,36803315
23/080,2023-07-18,15,16,34,36,39,40,42,,2,4,2,4,0,2,0,4,0,1,26751000.00,1,2849480.00,73,104090.00,145.5,9600.00,3695.6,640.00,4604.5,320.00,71590.9,40.00,53656300
23/079,2023-07-15,4,9,12,33,37,42,3,,3,3,3,3,2,1,0,2,1,0,0.00,1.5,1369220.00,93,58890.00,190,9600.00,4437,640.00,6483.9,320.00,79572.7,40.00,46236779
23/078,2023-07-13,3,8,11,23,36,38,33,,4,2,3,3,2,1,1,2,0,0.5,6020522.50,16,92110.00,248.5,19200.00,828.7,9600.00,8207.1,640.00,12178.8,320.00,111842.5,40.00,54267777
23/077,2023-07-11,7,19,22,27,40,47,13,22,3,3,4,2,1,1,2,1,1,0,0.00,1.5,1562630.00,63.5,98430.00,171,9600.00,4575,640.00,6237.6,320.00,87894.2,40.00,50468950
23/076,2023-07-08,1,11,22,26,38,39,27,,3,3,3,3,1,1,2,2,0,0.5,6314235.00,2.5,1032460.00,151,45580.00,328,9600.00,7353.6,640.00,8678.7,320.00,123287.6,40.00,63839510
23/075,2023-07-04,5,15,20,29,32,37,18,29,3,3,4,2,1,2,1,2,0,0,0.00,0,0.00,53.5,107460.00,134.7,9600.00,2984.7,640.00,4286.2,320.00,58822.6,40.00,42080362
23/074,2023-07-02,3,6,25,29,35,42,36,6,2,4,4,2,2,0,2,1,1,0,0.00,0.5,444552.50,44,107770.00,124.5,9600.00,2510.1,640.00,3770,320.00,50489.9,40.00,35286851
23/073,2023-06-29,6,10,18,21,22,33,4,"10,18",5,1,2,4,2,1,2,1,0,2.5,19056090.00,6,527550.00,189,44660.00,409.5,9600.00,9752.3,640.00,12217.8,320.00,165253.5,40.00,81262464
23/072,2023-06-27,7,10,16,18,29,45,1,16,4,2,3,3,2,2,1,0,1,0,0.00,4.5,738680.00,125.5,70630.00,341.9,9600.00,6598.7,640.00,10800,320.00,126995.3,40.00,74802703
23/071,2023-06-24,1,11,14,16,26,36,39,14,4,2,2,4,1,3,1,1,0,0.5,14086000.00,3,1385920.00,240.7,46060.00,389.5,9600.00,11346,640.00,11106.5,320.00,182126.4,40.00,96851292
23/070,2023-06-22,14,15,24,30,37,39,26,,3,3,3,3,0,2,2,2,0,0,0.00,3,1541180.00,106,116310.00,317,9600.00,6383.3,640.00,9836.2,320.00,126106.2,40.00,91097328
23/069,2023-06-20,8,18,31,34,35,47,39,"18,31,35",2,4,3,3,1,1,0,3,1,0,0.00,1,2272400.00,53,114330.00,123,9600.00,3417.5,640.00,3854.5,320.00,66680.1,40.00,44289453
23/068,2023-06-17,18,22,31,35,44,48,6,,2,4,2,4,0,1,1,2,2,0,0.00,1,1682740.00,58,77360.00,144,9600.00,2245.2,640.00,3755.7,320.00,45383.2,40.00,33637623
23/067,2023-06-15,5,13,17,20,33,38,14,,4,2,4,2,1,3,0,2,0,0.5,2000000.00,3,475590.00,85,44760.00,180,9600.00,3836,640.00,3765.8,320.00,63511.1,40.00,34039129
23/066,2023-06-13,14,16,22,26,36,42,19,"14,16,22",3,3,0,6,0,2,2,1,1,1,40948040.00,2.5,1337400.00,123,72480.00,251.5,9600.00,5831.1,640.00,6772.9,320.00,103478.6,40.00,68420902
23/065,2023-06-11,14,16,18,22,30,47,11,22,4,2,1,5,0,3,2,0,1,0,0.00,2.5,1135480.00,86.5,87510.00,219.5,9600.00,4709.6,640.00,7307.6,320.00,88682.5,40.00,58895513
23/064,2023-06-08,4,22,24,28,45,46,7,45,3,3,1,5,1,0,3,0,2,0,0.00,0.5,573540.00,67,91310.00,214.5,9600.00,3719.2,640.00,6001.2,320.00,69201.9,40.00,48027796
23/063,2023-06-06,6,12,34,42,45,48,2,48,2,4,1,5,1,1,0,1,3,0,0.00,2.5,849570.00,57,99360.00,145,9600.00,3042.5,640.00,4513.2,320.00,58038.8,40.00,41972096
23/062,2023-06-03,2,16,24,25,47,48,40,47,3,3,2,4,1,1,2,0,2,0,0.00,1,1644850.00,54.5,80480.00,113.5,9600.00,2523,640.00,3139.7,320.00,46381.5,40.00,32619469
23/061,2023-06-01,14,30,32,42,45,47,4,"30,32",1,5,2,4,0,1,1,1,3,1,8000000.00,2,946810.00,29,174120.00,91,9600.00,1913.7,640.00,3334.2,320.00,39917,40.00,34508646
23/060,2023-05-30,3,9,15,30,32,41,26,32,3,3,4,2,2,1,1,1,1,1,8000000.00,2,850970.00,45.5,99740.00,142.7,9600.00,2814.7,640.00,4182,320.00,55728.4,40.00,35568870
23/059,2023-05-27,11,20,21,22,27,32,12,,4,2,3,3,0,2,3,1,0,1,49073940.00,4.5,600940.00,182,39620.00,657.2,9600.00,8354.4,640.00,15108.1,320.00,142779.9,40.00,77802262
23/058,2023-05-25,3,14,18,26,40,43,15,14,3,3,2,4,1,2,1,1,1,0,0.00,0,0.00,54.5,155090.00,176.5,9600.00,4073.5,640.00,5267.9,320.00,81233.2,40.00,60107941
23/057,2023-05-23,4,14,15,37,41,49,38,,3,3,4,2,1,2,0,1,2,0,0.00,1.5,1851290.00,75.5,98080.00,157.5,9600.00,3902,640.00,4939.9,320.00,71940.5,40.00,53354696
23/056,2023-05-20,1,19,22,26,46,47,39,47,3,3,3,3,1,1,2,0,2,0,0.00,4,553970.00,54,109420.00,99.5,9600.00,2862,640.00,3601.5,320.00,58700.4,40.00,41705550
23/055,2023-05-18,5,6,12,16,41,47,7,,4,2,3,3,2,2,0,0,2,0,0.00,2,883920.00,33,142850.00,179.5,9600.00,3313.7,640.00,6304.9,320.00,64500.9,40.00,39616432
23/054,2023-05-16,2,18,27,31,32,46,44,,2,4,2,4,1,1,1,2,1,0,0.00,1,1770210.00,41,115130.00,142.5,9600.00,2736.2,640.00,3201,320.00,54037,40.00,35691798
23/053,2023-05-14,1,4,9,35,37,48,43,,3,3,4,2,3,0,0,2,1,1,22308760.00,0,0.00,64,103200.00,146,9600.00,3976,640.00,3965.5,320.00,80893.7,40.00,49254796
23/052,2023-05-11,17,18,28,30,32,33,1,32,2,4,2,4,0,2,2,2,0,0,0.00,0.5,430405.00,126.5,36290.00,228.5,9600.00,4787.5,640.00,5592.2,320.00,76116,40.00,42045167
23/051,2023-05-09,7,10,22,25,32,35,27,25,3,3,3,3,2,0,2,2,0,0,0.00,0.5,426012.50,74.2,61240.00,160.2,9600.00,3365.4,640.00,4524,320.00,62588.1,40.00,37272020
23/050,2023-05-06,1,5,14,15,21,25,31,,5,1,5,1,2,2,2,0,0,1,12530890.00,1.5,1006860.00,104,38720.00,199,9600.00,4941.9,640.00,5353.4,320.00,74928.5,40.00,38607230
23/049,2023-05-04,2,10,28,37,47,49,7,"10,49",2,4,3,3,2,0,1,1,2,0,0.00,2,864820.00,45.5,101370.00,143.5,9600.00,2397.5,640.00,5301.9,320.00,47635.7,40.00,35528511
23/048,2023-05-02,4,10,20,32,38,49,7,,3,3,1,5,2,1,0,2,1,1,8000000.00,2,882100.00,57.5,81810.00,133,9600.00,2837.7,640.00,4828.7,320.00,59315.8,40.00,36917434
23/047,2023-04-29,7,8,17,19,27,40,2,8,4,2,4,2,2,2,1,1,0,1,8000000.00,4.5,220070.00,79.5,33210.00,318.7,9600.00,4483.2,640.00,7122.2,320.00,69747.6,40.00,33588472
23/046,2023-04-27,8,12,21,43,44,49,27,43,3,3,3,3,1,1,1,0,3,1,15042030.00,2,1008080.00,41.5,129550.00,149,9600.00,3314.5,640.00,4700,320.00,64691.4,40.00,41507112
23/045,2023-04-25,20,26,38,43,46,47,35,,1,5,2,4,0,1,1,1,3,0,0.00,0.5,496755.00,49.5,107040.00,103.5,9600.00,2214.5,640.00,2940.7,320.00,46090.5,40.00,36578731
23/044,2023-04-22,2,6,7,9,17,19,26,,6,0,4,2,4,2,0,0,0,2,7602480.00,9.5,39370.00,388.7,19200.00,537.5,9600.00,10388.3,640.00,8814.6,320.00,118678.5,40.00,45581152
23/043,2023-04-20,1,20,24,28,38,46,40,"20,28,46",3,3,1,5,1,1,2,1,1,0,0.00,2.5,811020.00,47,115030.00,154.5,9600.00,2832.3,640.00,4430.2,320.00,60891,40.00,40746484
23/042,2023-04-18,20,23,27,28,30,46,29,"20,23",2,4,2,4,0,1,4,0,1,0,0.00,4.5,362550.00,52.5,82860.00,190.5,9600.00,2642,640.00,4506.8,320.00,51083.7,40.00,35106436
23/041,2023-04-16,10,12,18,20,23,36,6,36,5,1,1,5,1,3,1,1,0,1,23293190.00,5,338530.00,193,23380.00,415.5,9600.00,8175.4,640.00,10156.3,320.00,118039.5,40.00,54802224
23/040,2023-04-13,9,14,15,32,36,48,25,,3,3,2,4,1,2,0,2,1,0,0.00,0,0.00,68,82670.00,180.5,9600.00,3287.5,640.00,4910.5,320.00,60473.1,40.00,43095286
23/039,2023-04-11,12,23,29,40,42,43,20,,2,4,3,3,0,1,2,1,2,0,0.00,0,0.00,28.5,166780.00,130.5,9600.00,2693.5,640.00,3967.2,320.00,54030.2,40.00,36048672
23/038,2023-04-08,1,13,17,18,33,36,22,36,4,2,4,2,1,3,0,2,0,3.5,12168880.00,3,1399000.00,202.5,55260.00,555.4,9600.00,10348.2,640.00,14447.1,320.00,186137,40.00,101427219
23/037,2023-04-04,15,19,20,24,36,47,4,19,4,2,3,3,0,3,1,1,1,0,0.00,2,1472330.00,71,110590.00,194.5,9600.00,3912.9,640.00,6484.2,320.00,74610.5,40.00,57413909
23/036,2023-04-01,8,9,12,19,21,40,24,"8,12",5,1,3,3,2,2,1,1,0,0,0.00,2,855870.00,94.5,48300.00,278.7,9600.00,6173.7,640.00,7753.2,320.00,102326.5,40.00,47668512
23/035,2023-03-30,1,8,12,36,42,47,40,,3,3,2,4,2,1,0,1,2,0,0.00,3.5,572830.00,86,62160.00,172,9600.00,3991.4,640.00,5085.5,320.00,79616.5,40.00,43899412
23/034,2023-03-28,9,10,16,41,44,46,39,,3,3,2,4,2,1,0,0,3,0,0.00,0,0.00,39,134180.00,108.5,9600.00,2470.5,640.00,3393.4,320.00,50968.1,40.00,37267945
23/033,2023-03-25,11,15,18,26,31,37,10,,3,3,4,2,0,3,1,2,0,1,15024910.00,3.5,501050.00,87.5,53440.00,199,9600.00,3616.4,640.00,5731.1,320.00,63745.5,40.00,39733832
23/032,2023-03-23,5,14,17,20,22,32,33,,5,1,2,4,1,3,1,1,0,0,0.00,0,0.00,47.5,99020.00,135.5,9600.00,3280,640.00,4591.7,320.00,61137,40.00,37475203
23/031,2023-03-21,8,13,18,30,33,41,20,,3,3,3,3,1,2,1,1,1,1.5,5333330.00,0,0.00,118,30920.00,211.5,9600.00,5758.1,640.00,5204.2,320.00,77515.4,40.00,37973034
23/030,2023-03-18,4,7,17,34,42,48,3,34,3,3,2,4,2,1,0,1,2,1,48270680.00,2,1753790.00,110,85030.00,312.2,9600.00,5606.9,640.00,9059.8,320.00,109615.6,40.00,73270359
23/029,2023-03-16,18,21,28,30,34,40,14,18,2,4,1,5,0,1,3,2,0,0,0.00,2,1553770.00,104,79680.00,191,9600.00,5937.1,640.00,6620.4,320.00,101840.9,40.00,64058233
23/028,2023-03-14,1,2,10,12,18,37,43,12,5,1,2,4,3,2,0,1,0,0,0.00,2,1167030.00,155,40150.00,181,9600.00,7466.9,640.00,5050.5,320.00,120151.7,40.00,55626015
23/027,2023-03-12,11,12,13,20,35,43,44,,4,2,4,2,0,4,0,1,1,0,0.00,1,2478390.00,61.5,107460.00,176,9600.00,4805.3,640.00,5275,320.00,91890.1,40.00,52380284
23/026,2023-03-09,1,4,7,14,31,37,11,"4,37",4,2,4,2,3,1,0,2,0,0.5,6993917.50,19,89910.00,182,25030.00,983.2,9600.00,6773.1,640.00,14431.6,320.00,100439,40.00,57942910
23/025,2023-03-07,4,11,12,26,37,40,7,26,3,3,2,4,1,2,1,2,0,0,0.00,3.5,653350.00,78.2,77970.00,321.5,9600.00,4698,640.00,9908.2,320.00,86013.4,40.00,54550110
23/024,2023-03-04,1,9,15,26,42,44,25,,3,3,3,3,2,1,1,0,2,0,0.00,2,1015520.00,44.5,121710.00,173,9600.00,2968.1,640.00,4725.4,320.00,61949.7,40.00,41536994
23/023,2023-03-02,14,17,19,32,39,46,36,,3,3,3,3,0,3,0,2,1,0,0.00,0,0.00,55.5,91150.00,116.5,9600.00,2691,640.00,3343.5,320.00,50340.5,40.00,36708062
23/022,2023-02-28,8,13,29,33,40,42,3,,2,4,3,3,1,1,1,2,1,1,41228280.00,9,320860.00,224,34370.00,443.5,9600.00,9619.2,640.00,11433.3,320.00,138521.4,40.00,75499361
23/021,2023-02-25,14,25,27,28,44,47,4,47,1,5,3,3,0,1,3,0,2,0,0.00,1,2690600.00,84.5,84910.00,287,9600.00,4396.7,640.00,6953.1,320.00,81498.2,40.00,56972900
23/020,2023-02-23,8,16,32,42,47,48,35,8,2,4,1,5,1,1,0,1,3,0,0.00,0,0.00,69.5,97550.00,151,9600.00,4325,640.00,4649,320.00,72445.1,40.00,50424254
23/019,2023-02-21,8,19,29,30,33,41,4,,2,4,4,2,1,1,2,1,1,0,0.00,2,1053860.00,66.5,84520.00,223,9600.00,4152,640.00,5166.7,320.00,77573,40.00,46288151
23/018,2023-02-18,4,12,20,28,34,49,43,,3,3,1,5,1,2,1,1,1,0,0.00,1,1696540.00,126.5,35760.00,108.5,9600.00,3325.9,640.00,3717,320.00,58440.1,40.00,35418734
23/017,2023-02-16,8,9,13,22,38,39,11,"13,39",4,2,3,3,2,1,1,2,0,2.5,5289720.00,1.5,1044860.00,128.5,35230.00,279.5,9600.00,5486.8,640.00,7966.9,320.00,85104.1,40.00,45531760
23/016,2023-02-14,3,13,19,32,33,39,24,13,3,3,5,1,1,2,0,3,0,0,0.00,5.5,318500.00,94,49690.00,201,9600.00,4689.6,640.00,5232.8,320.00,73909.5,40.00,41472968
23/015,2023-02-11,13,18,22,29,34,41,23,"13,29",3,3,3,3,0,2,2,1,1,1,31022110.00,3,927340.00,96.5,76870.00,301,9600.00,4474,640.00,8255.2,320.00,84580.3,40.00,59553612
23/014,2023-02-09,1,9,13,27,29,40,20,13,3,3,5,1,2,1,2,1,0,0,0.00,2,1203530.00,76.5,83900.00,251,9600.00,5626.1,640.00,7159.2,320.00,105208.1,40.00,55821802
23/013,2023-02-07,4,11,13,14,30,37,20,14,4,2,3,3,1,3,1,1,0,0,0.00,0.5,532487.50,100.5,56510.00,322.4,9600.00,5245.4,640.00,7638.7,320.00,91588.5,40.00,52155739
23/012,2023-02-04,14,18,25,29,31,42,6,,2,4,3,3,0,2,2,1,1,0,0.00,1,1964580.00,52,100740.00,158.5,9600.00,2702.9,640.00,4476.1,320.00,51608.8,40.00,39149448
23/011,2023-02-02,2,8,23,33,34,35,43,2,3,3,3,3,2,0,1,3,0,1.5,56039410.00,12.5,584560.00,450,43300.00,1067,9600.00,20949.3,640.00,26837.5,320.00,344462.2,40.00,184349737
23/010,2023-01-28,2,12,16,38,45,46,14,2,3,3,1,5,1,2,0,1,2,0,0.00,5.5,965930.00,124,114240.00,391,9600.00,8673.5,640.00,10899.9,320.00,167909.9,40.00,108202412
23/009,2023-01-26,2,3,23,31,32,43,40,,3,3,4,2,2,0,1,2,1,0.5,23100032.50,9,1200000.00,504,57140.00,820,9600.00,22442.9,640.00,22869.2,320.00,374924.6,40.00,229021817
23/008,2023-01-19,17,25,27,29,36,49,23,29,1,5,5,1,0,1,3,1,1,0,0.00,1.5,1413400.00,46,122900.00,191,9600.00,3246.2,640.00,4834.5,320.00,63327.6,40.00,43561547
23/007,2023-01-17,10,15,29,34,38,47,18,38,2,4,3,3,1,1,1,2,1,0,0.00,1,2005750.00,48,111430.00,112.5,9600.00,2431.1,640.00,3882.2,320.00,48240,40.00,37966702
23/006,2023-01-14,3,5,16,26,35,38,9,26,3,3,3,3,2,1,1,2,0,2,14321080.00,3,775770.00,86.2,71990.00,284,9600.00,4396.4,640.00,7817.4,320.00,80636.3,40.00,52439102
23/005,2023-01-12,6,22,26,27,40,45,13,,2,4,2,4,1,0,3,1,1,0,0.00,3,791240.00,51,124110.00,205.5,9600.00,3624.7,640.00,5472.4,320.00,72549.8,40.00,48769832
23/004,2023-01-10,2,21,24,29,35,47,18,,3,3,4,2,1,0,3,1,1,0,0.00,2.5,871860.00,39,149030.00,176,9600.00,3064.5,640.00,4447.9,320.00,59338.1,40.00,43363038
23/003,2023-01-07,10,31,33,34,43,49,40,"34,49",1,5,4,2,1,0,0,3,2,0,0.00,1,1751100.00,45,103760.00,117,9600.00,2447,640.00,3153.2,320.00,47327.8,40.00,34111184
23/002,2023-01-05,5,9,19,34,36,49,23,,3,3,4,2,2,1,0,2,1,1,8000000.00,1.5,937550.00,74.5,50330.00,169,9600.00,3616.9,640.00,5091.8,320.00,63759.3,40.00,34110690
23/001,2023-01-03,7,20,25,27,35,43,1,,2,4,5,1,1,1,2,1,1,1,86256300.00,2.5,3500840.00,273,85490.00,657.5,9600.00,13756.9,640.00,21098.7,320.00,268044.2,40.00,179088381
22/111,2022-12-29,1,2,21,33,41,45,4,45,3,3,5,1,2,0,1,1,2,0,0.00,0,0.00,48,128350.00,134.5,9600.00,3287.7,640.00,4668,320.00,64162.4,40.00,45151430
22/110,2022-12-27,5,13,18,32,39,45,44,"18,39",3,3,4,2,1,2,0,2,1,0,0.00,2,933370.00,47.5,104800.00,119.5,9600.00,2862.5,640.00,3699,320.00,55377.6,40.00,37136775
22/109,2022-12-25,2,7,11,14,18,39,29,18,5,1,3,3,2,3,0,1,0,0,0.00,2,628060.00,88,38060.00,235.5,9600.00,4507.6,640.00,5367.7,320.00,73548.4,40.00,35199454
22/108,2022-12-22,16,18,19,33,41,46,37,41,3,3,3,3,0,3,0,1,2,1,59781380.00,3,1377660.00,168,65600.00,418.5,9600.00,7526,640.00,9722.5,320.00,139581.1,40.00,88531446
22/107,2022-12-20,28,36,37,38,41,45,42,,0,6,3,3,0,0,1,3,2,0,0.00,5.5,664970.00,116,84070.00,290,9600.00,5389.4,640.00,7520.4,320.00,101003.3,40.00,73099838
22/106,2022-12-17,6,14,15,26,35,40,8,26,3,3,2,4,1,2,1,2,0,0,0.00,5.5,507560.00,67,111100.00,204.5,9600.00,3711.8,640.00,6073.1,320.00,71626.5,40.00,54811827
22/105,2022-12-15,5,7,18,26,31,45,30,45,3,3,4,2,2,1,1,1,1,0,0.00,3,762460.00,68,89700.00,212.2,9600.00,4182,640.00,6128.4,320.00,79416.8,40.00,49275593
22/104,2022-12-13,12,38,39,40,45,49,10,"12,39,49",1,5,3,3,0,1,0,3,2,0,0.00,1,2232500.00,64.5,92290.00,150,9600.00,3455.5,640.00,5073,320.00,66195.7,40.00,44959369
22/103,2022-12-10,6,12,20,25,39,49,7,39,3,3,3,3,1,2,1,1,1,0,0.00,2,849940.00,54.5,83170.00,179.5,9600.00,3306.1,640.00,5702.2,320.00,64097.4,40.00,38298392
22/102,2022-12-08,17,19,35,39,44,46,21,"17,44,46",2,4,4,2,0,2,0,2,2,0.5,4688065.00,2,1132040.00,56.5,106850.00,127,9600.00,2943,640.00,3764,320.00,56359,40.00,42867141
22/101,2022-12-06,6,11,17,30,44,46,5,,3,3,2,4,1,2,1,0,2,0,0.00,2,844930.00,54,83450.00,217.5,9600.00,3646.5,640.00,6108.4,320.00,68960.2,40.00,39842318
22/100,2022-12-03,2,15,31,34,38,41,21,,2,4,3,3,1,1,0,3,1,0.5,3445202.50,1,1926930.00,56.5,90940.00,118.5,9600.00,2456.5,640.00,3887.2,320.00,45697.5,40.00,36848745
22/099,2022-12-01,14,18,27,32,39,42,43,18,2,4,2,4,0,2,1,2,1,0,0.00,2,811800.00,47.2,91720.00,85,9600.00,2911.2,640.00,2823.7,320.00,51588.3,40.00,32483170
22/098,2022-11-29,12,18,22,28,31,40,7,28,3,3,1,5,0,2,2,2,0,1,12879910.00,3.5,464750.00,86,50430.00,243.7,9600.00,4115.9,640.00,7299.6,320.00,69984.1,40.00,40788310
22/097,2022-11-26,14,25,28,29,43,44,10,"14,25,28",1,5,3,3,0,1,3,0,2,0,0.00,1,1677580.00,40.5,110450.00,87.5,9600.00,1917.5,640.00,2995.9,320.00,39170.4,40.00,31264295
22/096,2022-11-24,3,12,14,19,25,28,11,,4,2,3,3,1,3,2,0,0,1,19644220.00,3.5,401830.00,111,33780.00,395.9,9600.00,4874.9,640.00,9444.2,320.00,81561.9,40.00,43534602
22/095,2022-11-22,6,10,11,13,32,46,39,"6,11,46",4,2,2,4,2,2,0,1,1,0,0.00,1,1926660.00,65,79040.00,130,9600.00,3887.7,640.00,5017.2,320.00,79834,40.00,41944030
22/094,2022-11-19,6,11,27,39,46,47,15,27,2,4,4,2,1,1,1,1,2,0,0.00,0,0.00,44,99690.00,91,9600.00,2421.2,640.00,3112,320.00,51267,40.00,32445526
22/093,2022-11-17,1,9,27,32,33,35,45,32,2,4,5,1,2,0,1,3,0,2,6965150.00,1,1482570.00,45.5,108610.00,137.5,9600.00,3533.4,640.00,4502,320.00,68944,40.00,39549034
22/092,2022-11-15,17,18,32,38,44,49,19,18,2,4,2,4,0,2,0,2,2,0,0.00,1.5,1126410.00,47.5,94850.00,125.5,9600.00,2637,640.00,3679.5,320.00,48111.5,40.00,34023185
22/091,2022-11-13,5,12,18,19,26,33,46,"12,18",4,2,3,3,1,3,1,1,0,1,19971910.00,1.5,1226720.00,325.2,19200.00,235,9600.00,6037.4,640.00,5419,320.00,94328.7,40.00,49216310
22/090,2022-11-10,11,12,14,18,29,30,31,,4,2,2,4,0,4,2,0,0,0,0.00,4.5,343070.00,117.2,35120.00,256.5,9600.00,5345.7,640.00,5951.5,320.00,87719.3,40.00,41865200
22/089,2022-11-08,10,20,27,32,38,46,4,32,2,4,1,5,1,1,1,2,1,0,0.00,0,0.00,60,80890.00,156.5,9600.00,3017.5,640.00,4310,320.00,55604.2,40.00,37724090
22/088,2022-11-05,7,11,22,23,28,32,29,,4,2,3,3,1,1,3,1,0,1,19627440.00,4,343860.00,176.5,20780.00,329.7,9600.00,8286.3,640.00,8117.3,320.00,117400.9,40.00,46650854
22/087,2022-11-03,10,13,19,21,27,49,35,,4,2,5,1,1,2,2,0,1,0,0.00,1.5,1253510.00,51.5,97360.00,137.5,9600.00,3311.2,640.00,3999.6,320.00,68330.1,40.00,39309446
22/086,2022-11-01,2,12,14,32,41,46,20,12,3,3,1,5,1,2,0,1,2,0,0.00,0,0.00,34,145900.00,124,9600.00,2358.9,640.00,3907.7,320.00,49078.8,40.00,36189124
22/085,2022-10-29,4,5,12,15,28,29,20,28,4,2,3,3,2,2,2,0,0,1,52210140.00,12,394720.00,346.5,36450.00,681.5,9600.00,14468,640.00,16938.3,320.00,223441.9,40.00,120113059
22/084,2022-10-25,27,28,30,34,35,48,11,,0,6,2,4,0,0,3,2,1,0.5,16994455.00,2.5,2016580.00,172.5,77930.00,390,9600.00,8486.7,640.00,13116.4,320.00,159070.3,40.00,104943367
22/083,2022-10-22,12,15,16,42,44,45,4,,3,3,2,4,0,3,0,0,3,0,0.00,0.5,953682.50,86,118280.00,231.5,9600.00,4904,640.00,7787.9,320.00,96827,40.00,73468382
22/082,2022-10-20,20,24,27,31,32,49,36,,2,4,3,3,0,1,2,2,1,0,0.00,2,1552920.00,74,111920.00,211.5,9600.00,4616.2,640.00,6295.7,320.00,90227.6,40.00,61781365
22/081,2022-10-18,7,25,26,39,44,45,46,"25,44",1,5,4,2,1,0,2,1,2,0,0.00,2,1334310.00,71,100220.00,188.5,9600.00,3632,640.00,5408,320.00,71448.6,40.00,52357252
22/080,2022-10-15,18,21,25,28,38,44,45,38,2,4,2,4,0,1,3,1,1,0,0.00,1.5,1390910.00,76.5,72720.00,139.5,9600.00,3631,640.00,4014.7,320.00,69758.6,40.00,42634934
22/079,2022-10-13,1,10,14,38,47,48,40,"1,10,47",3,3,2,4,2,1,0,1,2,0,0.00,0.5,508955.00,59,92010.00,105.5,9600.00,3009.5,640.00,3439.5,320.00,59476.2,40.00,39505659
22/078,2022-10-11,1,5,10,25,36,47,23,,3,3,4,2,3,0,1,1,1,0,0.00,0.5,396970.00,76,55710.00,179.5,9600.00,3650.5,640.00,4887.6,320.00,67591.1,40.00,36963014
22/077,2022-10-08,7,11,28,31,43,48,42,"11,28,31",2,4,4,2,1,1,1,1,2,1,10556950.00,1.5,1184340.00,71.5,66250.00,121,9600.00,3158,640.00,3534.2,320.00,61313.6,40.00,36631394
22/076,2022-10-06,4,11,21,28,31,47,5,,3,3,4,2,1,1,2,1,1,0.5,2613710.00,1.5,1052120.00,98.5,42720.00,201.5,9600.00,4051.1,640.00,5631,320.00,66723.6,40.00,38073758
22/075,2022-10-04,7,8,12,13,26,43,3,7,4,2,3,3,2,2,1,0,1,0.5,2860132.50,2.5,458730.00,99,30890.00,389,9600.00,5097.3,640.00,9577.3,320.00,81246.3,40.00,38897182
22/074,2022-10-02,1,7,11,24,27,38,17,,4,2,4,2,2,1,2,1,0,0,0.00,7.5,132190.00,122.5,21580.00,508.5,9600.00,5485.8,640.00,9756.1,320.00,81310.7,40.00,33627101
22/073,2022-09-29,6,8,18,36,37,44,30,18,3,3,1,5,2,1,0,2,1,1,8000000.00,1,1714440.00,45,101590.00,134.9,9600.00,2992.9,640.00,3883.1,320.00,57355.2,40.00,35754279
22/072,2022-09-27,2,18,29,30,32,47,46,29,2,4,2,4,1,1,2,1,1,1,8000000.00,0.5,465980.00,29.5,168490.00,129.5,9600.00,2436.6,640.00,3647,320.00,51102.1,40.00,36423869
22/071,2022-09-24,4,6,10,27,29,46,17,,3,3,2,4,3,0,2,0,1,1,34648370.00,7,398970.00,137.5,54160.00,259.5,9600.00,5479,640.00,7333.5,320.00,101190.4,40.00,60837506
22/070,2022-09-22,8,11,31,32,33,36,46,31,2,4,3,3,1,1,0,4,0,0,0.00,1,2402310.00,110.7,57860.00,220.5,9600.00,5752.2,640.00,6046,320.00,97195.7,40.00,54111404
22/069,2022-09-20,4,7,14,18,27,31,48,,4,2,3,3,2,2,1,1,0,0,0.00,2,1022850.00,117.5,46420.00,231,9600.00,5447.5,640.00,5603,320.00,90324.8,40.00,48327547
22/068,2022-09-17,5,17,22,24,34,38,13,,4,2,2,4,1,1,2,2,0,0,0.00,2,820970.00,63,69500.00,186,9600.00,3467.9,640.00,4931,320.00,65176.6,40.00,37442505
22/067,2022-09-15,21,23,29,30,33,49,40,,2,4,5,1,0,0,4,1,1,0,0.00,1,1661820.00,38,116610.00,103.5,9600.00,2745.2,640.00,3185.6,320.00,53647.6,40.00,33500720
22/066,2022-09-13,2,4,20,38,40,46,11,20,3,3,0,6,2,1,0,2,1,3,29226960.00,4.5,2050430.00,186.5,131930.00,694.5,9600.00,12494.7,640.00,19929.7,320.00,248833.7,40.00,182576789
22/065,2022-09-08,8,14,15,20,41,44,3,14,4,2,2,4,1,3,0,0,2,0,0.00,0,0.00,70.5,99600.00,202.5,9600.00,3606,640.00,5946.2,320.00,73436.8,40.00,52561188
22/064,2022-09-06,14,22,35,37,42,46,24,35,2,4,2,4,0,1,1,2,2,0,0.00,1.5,1610210.00,61,105580.00,193,9600.00,3608.5,640.00,5355.3,320.00,66476.7,40.00,48573532
